id_bayar,nis_santri,nama_santri,tingkat,jurusan,kamar_asrama,tgl_bayar,kode_pos_biaya,nama_pos_biaya,nominal_tagihan,nominal_dibayar,status_bayar,metode_bayar,nama_wali,kategori_beasiswa
BYR-PSN-20252081,NIS-23072,Muhammad Firmansyah,SMK,RPL,Gedung Umar bin Khattab Kamar 112,2025-05-06 10:42:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,0,Lunas Beasiswa Penuh,Transfer Bank Muamalat,H. Rafi Lestari,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252082,NIS-24114,Rafi Utami,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 238,2025-04-29 12:12:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Ali Pratama,Reguler (Mandiri)
BYR-PSN-20252083,NIS-25035,Danang Hakim,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 196,2025-03-30 15:42:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Tunggakan Sebagian,Virtual Account BSI,H. Fikri Pratama,Reguler (Mandiri)
BYR-PSN-20252084,NIS-23645,Taufiq Wijaya,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 199,2025-02-05 21:59:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account BSI,H. Ilham Firmansyah,Reguler (Mandiri)
BYR-PSN-20252085,NIS-23887,Rafi Lestari,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 175,2025-02-08 11:03:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Umar Utami,Reguler (Mandiri)
BYR-PSN-20252086,NIS-24962,Harun Nugroho,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 150,2025-04-04 18:11:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Zaid Santoso,Reguler (Mandiri)
BYR-PSN-20252087,NIS-23550,Rizky Santoso,SMK,DKV,Gedung Umar bin Khattab Kamar 119,2025-08-28 21:21:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,QRIS Pendidikan,H. Zaid Lestari,Reguler (Mandiri)
BYR-PSN-20252088,NIS-25225,Umar Ramadhan,Persiapan,MAT,Gedung Utsman bin Affan Kamar 220,2025-11-25 12:34:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account Bank Syariah,H. Rizky Saputra,Reguler (Mandiri)
BYR-PSN-20252089,NIS-25534,Harun Maulana,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 241,2025-03-27 11:45:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Tunggakan Sebagian,Transfer Bank Muamalat,H. Rafi Ramadhan,Reguler (Mandiri)
BYR-PSN-20252090,NIS-24661,Ilham Ramadhan,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 275,2025-12-08 10:56:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,37500,Lunas (Potongan 25%),QRIS Pendidikan,H. Ali Firmansyah,Keringanan Khusus 25%
BYR-PSN-20252091,NIS-24480,Fikri Pratama,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 277,2025-05-02 19:43:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Rafi Firmansyah,Reguler (Mandiri)
BYR-PSN-20252092,NIS-23778,Ahmad Kusuma,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 160,2025-02-08 08:59:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,150000,Lunas (Potongan 25%),Virtual Account Bank Syariah,H. Zaid Santoso,Keringanan Khusus 25%
BYR-PSN-20252093,NIS-25152,Zaid Lestari,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 208,2025-06-26 09:31:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,0,Lunas Beasiswa Penuh,Transfer Bank Muamalat,H. Ali Hidayat,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252094,NIS-25129,Muhammad Pratama,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 244,2025-06-13 18:18:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Ali Firmansyah,Reguler (Mandiri)
BYR-PSN-20252095,NIS-23111,Muhammad Santoso,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 270,2025-04-29 12:38:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2062500,Lunas (Potongan 25%),Virtual Account BSI,H. Zaid Kusuma,Keringanan Khusus 25%
BYR-PSN-20252096,NIS-23100,Harun Maulana,SMK,TKJ,Gedung Utsman bin Affan Kamar 121,2025-09-15 14:11:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Tunai Bendahara,H. Umar Santoso,Reguler (Mandiri)
BYR-PSN-20252097,NIS-24649,Umar Hidayat,SMK,TKJ,Gedung Utsman bin Affan Kamar 156,2025-11-07 20:50:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Transfer Bank Muamalat,H. Farhan Lestari,Reguler (Mandiri)
BYR-PSN-20252098,NIS-25672,Rafi Utami,SMK,RPL,Gedung Utsman bin Affan Kamar 201,2025-11-11 21:54:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account BSI,H. Umar Firmansyah,Reguler (Mandiri)
BYR-PSN-20252099,NIS-24378,Muhammad Nugroho,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 237,2025-08-01 15:47:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,QRIS Pendidikan,H. Rafi Ramadhan,Reguler (Mandiri)
BYR-PSN-20252100,NIS-25270,Umar Ramadhan,Persiapan,MAT,Gedung Utsman bin Affan Kamar 249,2025-09-05 20:45:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,QRIS Pendidikan,H. Farhan Firmansyah,Reguler (Mandiri)
BYR-PSN-20252101,NIS-25173,Rizky Firmansyah,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 265,2025-10-31 20:51:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Rafi Kusuma,Reguler (Mandiri)
BYR-PSN-20252102,NIS-24104,Ilham Santoso,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 260,2025-12-03 09:54:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Umar Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20252103,NIS-25368,Umar Ramadhan,SMK,DKV,Gedung Umar bin Khattab Kamar 243,2025-07-02 16:42:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account Bank Syariah,H. Hasan Kusuma,Reguler (Mandiri)
BYR-PSN-20252104,NIS-23545,Farhan Wijaya,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 298,2025-01-09 13:39:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Muhammad Hakim,Reguler (Mandiri)
BYR-PSN-20252105,NIS-25983,Rizky Firmansyah,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 148,2025-05-20 10:40:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Ahmad Wijaya,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252106,NIS-24570,Ilham Lestari,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 251,2025-04-04 13:02:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Rafi Hidayat,Reguler (Mandiri)
BYR-PSN-20252107,NIS-24764,Ali Suryono,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 158,2025-04-05 10:46:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,150000,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Harun Maulana,Keringanan Khusus 25%
BYR-PSN-20252108,NIS-24905,Ali Maulana,SMP,SMP-IT,Gedung Abu Bakar Ash-Shiddiq Kamar 247,2025-08-26 13:29:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Lunas (Potongan 50%),Tunai Bendahara,H. Taufiq Lestari,Beasiswa Prestasi 50%
BYR-PSN-20252109,NIS-25966,Zaid Suryono,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 194,2025-10-29 17:59:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Muhammad Wijaya,Reguler (Mandiri)
BYR-PSN-20252110,NIS-23020,Muhammad Kusuma,SMK,TKJ,Gedung Thalhah bin Ubaidillah Kamar 139,2025-11-27 11:34:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Transfer Bank Muamalat,H. Danang Hidayat,Reguler (Mandiri)
BYR-PSN-20252111,NIS-23541,Rizky Kusuma,Persiapan,MAT,Gedung Utsman bin Affan Kamar 174,2025-05-21 12:37:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Virtual Account Bank Syariah,H. Rizky Firmansyah,Reguler (Mandiri)
BYR-PSN-20252112,NIS-23552,Ahmad Hakim,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 210,2025-02-05 16:07:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1125000,Lunas (Potongan 25%),Virtual Account BSI,H. Danang Suryono,Keringanan Khusus 25%
BYR-PSN-20252113,NIS-24334,Harun Kusuma,SMK,DKV,Gedung Abu Bakar Ash-Shiddiq Kamar 245,2025-02-25 16:37:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account Bank Syariah,H. Ilham Kusuma,Reguler (Mandiri)
BYR-PSN-20252114,NIS-25003,Zaid Ramadhan,SMK,DKV,Gedung Utsman bin Affan Kamar 139,2025-03-11 11:53:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Farhan Nugroho,Reguler (Mandiri)
BYR-PSN-20252115,NIS-23097,Ibrahim Hidayat,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 122,2025-07-16 09:46:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,QRIS Pendidikan,H. Ahmad Utami,Reguler (Mandiri)
BYR-PSN-20252116,NIS-23110,Muhammad Pratama,Persiapan,MAT,Gedung Umar bin Khattab Kamar 164,2025-03-18 13:31:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Transfer Bank Muamalat,H. Zaid Nugroho,Reguler (Mandiri)
BYR-PSN-20252117,NIS-24050,Farhan Saputra,Persiapan,MAT,Gedung Utsman bin Affan Kamar 114,2025-10-08 17:01:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Transfer Bank Muamalat,H. Ahmad Lestari,Reguler (Mandiri)
BYR-PSN-20252118,NIS-25054,Ibrahim Hakim,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 300,2025-09-05 11:14:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Rafi Wijaya,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252119,NIS-25457,Farhan Wijaya,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 293,2025-12-13 11:40:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Tunggakan Sebagian,Virtual Account BSI,H. Fikri Hakim,Reguler (Mandiri)
BYR-PSN-20252120,NIS-25483,Ibrahim Kusuma,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 236,2025-08-08 20:20:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Harun Pratama,Reguler (Mandiri)
BYR-PSN-20252121,NIS-24449,Ilham Lestari,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 112,2025-10-11 21:23:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Tunai Bendahara,H. Ali Lestari,Beasiswa Prestasi 50%
BYR-PSN-20252122,NIS-23127,Rafi Wijaya,SMK,DKV,Gedung Umar bin Khattab Kamar 235,2025-07-04 19:10:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Tunai Bendahara,H. Ali Santoso,Reguler (Mandiri)
BYR-PSN-20252123,NIS-23821,Rafi Nugroho,SMP,SMP-IT,Gedung Thalhah bin Ubaidillah Kamar 306,2025-10-28 09:24:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Fikri Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252124,NIS-25438,Hasan Wijaya,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 308,2025-06-29 14:22:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Virtual Account Bank Syariah,H. Danang Utami,Reguler (Mandiri)
BYR-PSN-20252125,NIS-25968,Ilham Suryono,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 122,2025-01-27 17:10:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Lunas (Potongan 50%),QRIS Pendidikan,H. Hasan Hidayat,Beasiswa Prestasi 50%
BYR-PSN-20252126,NIS-24248,Ahmad Wijaya,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 165,2025-04-19 16:17:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,QRIS Pendidikan,H. Ibrahim Firmansyah,Reguler (Mandiri)
BYR-PSN-20252127,NIS-24729,Farhan Saputra,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 261,2025-12-04 08:08:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account BSI,H. Ali Lestari,Reguler (Mandiri)
BYR-PSN-20252128,NIS-24106,Umar Nugroho,SMK,TKJ,Gedung Utsman bin Affan Kamar 123,2025-02-06 19:52:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account BSI,H. Rizky Kusuma,Reguler (Mandiri)
BYR-PSN-20252129,NIS-25689,Rizky Santoso,SMK,DKV,Gedung Utsman bin Affan Kamar 187,2025-03-11 20:33:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2062500,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Ali Nugroho,Keringanan Khusus 25%
BYR-PSN-20252130,NIS-25621,Zaid Lestari,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 147,2025-02-08 21:48:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Fikri Suryono,Reguler (Mandiri)
BYR-PSN-20252131,NIS-25109,Ilham Saputra,SMK,DKV,Gedung Umar bin Khattab Kamar 170,2025-11-27 10:00:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,75000,Tunggakan Sebagian,Transfer Bank Muamalat,H. Farhan Lestari,Reguler (Mandiri)
BYR-PSN-20252132,NIS-23977,Fikri Hidayat,SMK,TKJ,Gedung Utsman bin Affan Kamar 126,2025-03-19 14:30:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,25000,Lunas (Potongan 50%),QRIS Pendidikan,H. Ilham Wijaya,Beasiswa Prestasi 50%
BYR-PSN-20252133,NIS-23725,Farhan Wijaya,SMK,TKJ,Gedung Umar bin Khattab Kamar 149,2025-07-25 15:35:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,Transfer Bank Muamalat,H. Ali Wijaya,Reguler (Mandiri)
BYR-PSN-20252134,NIS-25117,Hasan Firmansyah,Persiapan,MAT,Gedung Umar bin Khattab Kamar 210,2025-07-13 16:20:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),Transfer Bank Muamalat,H. Ilham Lestari,Beasiswa Prestasi 50%
BYR-PSN-20252135,NIS-25274,Harun Pratama,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 161,2025-05-02 16:17:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Transfer Bank Muamalat,H. Rizky Wijaya,Reguler (Mandiri)
BYR-PSN-20252136,NIS-24621,Rizky Pratama,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 261,2025-09-03 13:11:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Tunai Bendahara,H. Ali Hakim,Beasiswa Prestasi 50%
BYR-PSN-20252137,NIS-24863,Farhan Hakim,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 304,2025-07-06 21:05:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Tunai Bendahara,H. Rizky Lestari,Reguler (Mandiri)
BYR-PSN-20252138,NIS-24110,Danang Wijaya,Persiapan,MAT,Gedung Utsman bin Affan Kamar 212,2025-04-11 13:50:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Virtual Account BSI,H. Farhan Kusuma,Reguler (Mandiri)
BYR-PSN-20252139,NIS-24453,Rizky Hakim,SMK,TKJ,Gedung Utsman bin Affan Kamar 118,2025-10-05 16:15:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Virtual Account BSI,H. Zaid Saputra,Reguler (Mandiri)
BYR-PSN-20252140,NIS-25631,Danang Pratama,SMK,RPL,Gedung Umar bin Khattab Kamar 198,2025-05-01 20:48:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Ibrahim Hakim,Reguler (Mandiri)
BYR-PSN-20252141,NIS-25536,Fikri Santoso,Persiapan,MAT,Gedung Umar bin Khattab Kamar 263,2025-03-02 19:37:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Tunai Bendahara,H. Danang Suryono,Reguler (Mandiri)
BYR-PSN-20252142,NIS-23654,Ibrahim Firmansyah,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 158,2025-09-25 07:34:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Hasan Utami,Reguler (Mandiri)
BYR-PSN-20252143,NIS-23723,Harun Lestari,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 122,2025-05-12 18:19:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Tunai Bendahara,H. Umar Wijaya,Reguler (Mandiri)
BYR-PSN-20252144,NIS-24856,Zaid Hidayat,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 155,2025-08-26 17:37:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Danang Santoso,Reguler (Mandiri)
BYR-PSN-20252145,NIS-24075,Fikri Hakim,Persiapan,MAT,Gedung Abu Bakar Ash-Shiddiq Kamar 192,2025-09-13 13:32:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,QRIS Pendidikan,H. Danang Hidayat,Reguler (Mandiri)
BYR-PSN-20252146,NIS-24986,Taufiq Nugroho,SMK,RPL,Gedung Abu Bakar Ash-Shiddiq Kamar 195,2025-07-22 12:01:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,QRIS Pendidikan,H. Fikri Pratama,Reguler (Mandiri)
BYR-PSN-20252147,NIS-24013,Fikri Firmansyah,SMK,RPL,Gedung Thalhah bin Ubaidillah Kamar 181,2025-02-07 17:20:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,QRIS Pendidikan,H. Ali Kusuma,Reguler (Mandiri)
BYR-PSN-20252148,NIS-25050,Ali Nugroho,SMP,SMP-IT,Gedung Umar bin Khattab Kamar 172,2025-08-31 16:49:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,0,Lunas Beasiswa Penuh,QRIS Pendidikan,H. Umar Maulana,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252149,NIS-24641,Ahmad Santoso,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 183,2025-04-01 09:15:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Tunai Bendahara,H. Ali Firmansyah,Reguler (Mandiri)
BYR-PSN-20252150,NIS-24083,Ilham Wijaya,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 137,2025-10-26 11:01:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,0,Lunas Beasiswa Penuh,Virtual Account Bank Syariah,H. Taufiq Saputra,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252151,NIS-25172,Zaid Firmansyah,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 200,2025-03-03 13:19:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,0,Lunas Beasiswa Penuh,Tunai Bendahara,H. Zaid Suryono,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252152,NIS-23090,Fikri Suryono,SMK,TKJ,Gedung Utsman bin Affan Kamar 247,2025-06-29 14:14:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2062500,Lunas (Potongan 25%),Transfer Bank Muamalat,H. Taufiq Pratama,Keringanan Khusus 25%
BYR-PSN-20252153,NIS-25935,Ahmad Maulana,SMK,DKV,Gedung Thalhah bin Ubaidillah Kamar 127,2025-11-08 14:43:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,750000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Rizky Ramadhan,Beasiswa Prestasi 50%
BYR-PSN-20252154,NIS-23450,Fikri Ramadhan,Persiapan,MAT,Gedung Ali bin Abi Thalib Kamar 131,2025-03-09 08:22:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Tunggakan Sebagian,Tunai Bendahara,H. Rizky Lestari,Reguler (Mandiri)
BYR-PSN-20252155,NIS-25099,Fikri Maulana,SMK,DKV,Gedung Utsman bin Affan Kamar 254,2025-07-17 19:23:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,850000,Lunas,Tunai Bendahara,H. Danang Lestari,Reguler (Mandiri)
BYR-PSN-20252156,NIS-23657,Ilham Firmansyah,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 175,2025-07-29 16:14:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,Virtual Account Bank Syariah,H. Farhan Hakim,Reguler (Mandiri)
BYR-PSN-20252157,NIS-23265,Rafi Hakim,SMP,SMP-IT,Gedung Utsman bin Affan Kamar 221,2025-02-08 20:52:00,EKSKUL,Ekstrakurikuler Robotik & Panahan,150000,150000,Lunas,Virtual Account BSI,H. Ahmad Ramadhan,Reguler (Mandiri)
BYR-PSN-20252158,NIS-25157,Rafi Saputra,SMK,TKJ,Gedung Abu Bakar Ash-Shiddiq Kamar 247,2025-08-08 13:42:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,0,Lunas Beasiswa Penuh,Virtual Account BSI,H. Ahmad Kusuma,Beasiswa Yatim Dhuafa 100%
BYR-PSN-20252159,NIS-23231,Umar Kusuma,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 118,2025-04-19 09:08:00,INFAQ-JUMAT,Infaq Sedekah Jumat Santri,50000,50000,Lunas,Virtual Account Bank Syariah,H. Rizky Kusuma,Reguler (Mandiri)
BYR-PSN-20252160,NIS-23331,Ilham Maulana,SMK,DKV,Gedung Utsman bin Affan Kamar 164,2025-10-16 20:55:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Tunai Bendahara,H. Zaid Pratama,Reguler (Mandiri)
BYR-PSN-20252161,NIS-24580,Taufiq Saputra,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 304,2025-05-03 18:56:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Tunggakan Sebagian,Tunai Bendahara,H. Ali Hidayat,Reguler (Mandiri)
BYR-PSN-20252162,NIS-23516,Taufiq Ramadhan,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 113,2025-12-27 12:16:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,2750000,Lunas,Virtual Account BSI,H. Ilham Nugroho,Reguler (Mandiri)
BYR-PSN-20252163,NIS-23720,Ilham Kusuma,SMP,SMP-IT,Gedung Ali bin Abi Thalib Kamar 118,2025-07-01 19:44:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Virtual Account Bank Syariah,H. Ilham Nugroho,Reguler (Mandiri)
BYR-PSN-20252164,NIS-24296,Danang Suryono,Persiapan,MAT,Gedung Thalhah bin Ubaidillah Kamar 305,2025-03-11 13:08:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account BSI,H. Fikri Maulana,Beasiswa Prestasi 50%
BYR-PSN-20252165,NIS-24251,Fikri Nugroho,SMK,TKJ,Gedung Utsman bin Affan Kamar 122,2025-06-12 12:09:00,LAUNDRY,Jasa Laundry Seragam Santri,200000,200000,Lunas,Transfer Bank Muamalat,H. Umar Maulana,Reguler (Mandiri)
BYR-PSN-20252166,NIS-24731,Ahmad Suryono,SMK,RPL,Gedung Ali bin Abi Thalib Kamar 101,2025-04-27 15:03:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,625000,Lunas (Potongan 50%),Virtual Account Bank Syariah,H. Harun Nugroho,Beasiswa Prestasi 50%
BYR-PSN-20252167,NIS-24686,Harun Utami,Persiapan,MAT,Gedung Utsman bin Affan Kamar 268,2025-06-29 11:38:00,SERTIFIKASI,Ujian Sertifikasi Kompetensi Internasional,1500000,1500000,Lunas,QRIS Pendidikan,H. Danang Suryono,Reguler (Mandiri)
BYR-PSN-20252168,NIS-23869,Farhan Ramadhan,SMK,DKV,Gedung Ali bin Abi Thalib Kamar 178,2025-12-23 13:37:00,KATERING,Katering Makan 3x Sehari & Nutrisi,1250000,1250000,Lunas,Transfer Bank Muamalat,H. Muhammad Saputra,Reguler (Mandiri)
BYR-PSN-20252169,NIS-25577,Muhammad Saputra,SMK,DKV,Gedung Umar bin Khattab Kamar 174,2025-08-09 15:18:00,SPP-BULAN,SPP Pendidikan & Asrama Bulanan,2750000,1375000,Lunas (Potongan 50%),Virtual Account BSI,H. Fikri Maulana,Beasiswa Prestasi 50%
BYR-PSN-20252170,NIS-25022,Rafi Wijaya,SMK,TKJ,Gedung Ali bin Abi Thalib Kamar 258,2025-09-21 11:03:00,SARPRAS,Pengembangan Sarana Lab Komputer & Server,850000,425000,Lunas (Potongan 50%),Tunai Bendahara,H. Fikri Hakim,Beasiswa Prestasi 50%
