id_setoran,id_santri,nama_santri,kelompok_halaqah,kode_program,id_musyrif,nama_musyrif,waktu_setoran,juz_setor,halaman_mulai,halaman_selesai,jumlah_halaman,skor_kelancaran_1_100,skor_tajwid_1_100,status_kelulusan_halaman,infaq_bulanan_terbayar
STR-QUR-2025928,SNTR-988,Taufiq Kusuma,Halaqah Imam Abu Amr,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-01 18:12:00,28,550,552,2,99,90,Mumtaz (Lulus Sempurna),500000
STR-QUR-2025929,SNTR-1397,Ali Firmansyah,Halaqah Imam Hamzah,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-25 20:30:00,22,422,442,20,83,78,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025930,SNTR-630,Zaid Hidayat,Halaqah Imam Abu Amr,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-16 15:26:00,5,81,84,3,83,85,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025931,SNTR-185,Muhammad Wijaya,Halaqah Imam Hamzah,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-09-02 12:22:00,18,342,362,20,78,74,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025932,SNTR-1195,Taufiq Saputra,Halaqah Imam Ashim,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-05 19:01:00,3,41,42,1,66,100,I'adah (Wajib Ulang),400000
STR-QUR-2025933,SNTR-183,Danang Hakim,Halaqah Imam Nafi,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-13 09:41:00,2,23,33,10,82,84,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025934,SNTR-665,Ali Suryono,Halaqah Imam Ashim,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-25 18:16:00,2,23,24,1,94,75,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025935,SNTR-1337,Khadijah Kusuma,Halaqah Imam Ibnu Katsir,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-02 18:02:00,23,446,456,10,100,91,Mumtaz (Lulus Sempurna),400000
STR-QUR-2025936,SNTR-1252,Zahra Pratama,Halaqah Imam Ashim,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-09-11 08:47:00,29,564,569,5,96,94,Mumtaz (Lulus Sempurna),400000
STR-QUR-2025937,SNTR-1410,Farhan Nugroho,Halaqah Imam Ashim,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-24 14:55:00,6,104,106,2,71,95,I'adah (Wajib Ulang),350000
STR-QUR-2025938,SNTR-1111,Muhammad Hakim,Halaqah Imam Hamzah,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-08 17:59:00,4,62,82,20,98,70,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025939,SNTR-405,Ahmad Santoso,Halaqah Imam Hamzah,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-05 16:45:00,3,43,44,1,90,85,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025940,SNTR-1187,Zahra Pratama,Halaqah Imam Ashim,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-12 11:49:00,24,462,467,5,82,97,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025941,SNTR-1418,Dina Santoso,Halaqah Imam Ibnu Katsir,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-14 08:16:00,23,443,453,10,79,72,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025942,SNTR-772,Harun Pratama,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-27 11:30:00,3,41,61,20,99,92,Mumtaz (Lulus Sempurna),500000
STR-QUR-2025943,SNTR-226,Ilham Santoso,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-30 11:46:00,2,23,43,20,73,72,I'adah (Wajib Ulang),500000
STR-QUR-2025944,SNTR-1012,Danang Santoso,Halaqah Imam Ibnu Katsir,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-04 11:50:00,12,228,238,10,72,85,I'adah (Wajib Ulang),350000
STR-QUR-2025945,SNTR-503,Umar Ramadhan,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-07 12:54:00,30,589,599,10,81,95,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025946,SNTR-401,Fikri Pratama,Halaqah Imam Nafi,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-27 10:48:00,3,44,46,2,86,86,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025947,SNTR-1169,Nurul Suryono,Halaqah Imam Ashim,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-23 11:35:00,12,223,226,3,93,97,Mumtaz (Lulus Sempurna),350000
STR-QUR-2025948,SNTR-1095,Ibrahim Utami,Halaqah Imam Ibnu Katsir,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-09-06 10:14:00,15,281,301,20,79,78,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025949,SNTR-1464,Umar Kusuma,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-12 09:01:00,19,361,366,5,89,95,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025950,SNTR-464,Aisyah Firmansyah,Halaqah Imam Ibnu Katsir,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-15 11:40:00,26,508,518,10,75,94,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025951,SNTR-235,Nurul Wijaya,Halaqah Imam Hamzah,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-12 17:37:00,1,5,7,2,83,77,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025952,SNTR-1245,Dina Ramadhan,Halaqah Imam Abu Amr,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-29 12:06:00,10,183,188,5,65,84,I'adah (Wajib Ulang),250000
STR-QUR-2025953,SNTR-815,Ilham Ramadhan,Halaqah Imam Nafi,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-13 12:25:00,17,327,328,1,84,88,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025954,SNTR-578,Putri Utami,Halaqah Imam Ashim,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-16 09:45:00,26,504,514,10,99,75,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025955,SNTR-865,Ali Ramadhan,Halaqah Imam Ashim,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-18 17:19:00,22,424,429,5,94,98,Mumtaz (Lulus Sempurna),300000
STR-QUR-2025956,SNTR-134,Ahmad Utami,Halaqah Imam Ashim,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-30 16:37:00,14,267,287,20,80,86,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025957,SNTR-1367,Ilham Hakim,Halaqah Imam Hamzah,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-07-22 08:14:00,24,465,475,10,94,74,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025958,SNTR-759,Ilham Hidayat,Halaqah Imam Nafi,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-02 11:00:00,16,303,306,3,67,89,I'adah (Wajib Ulang),0
STR-QUR-2025959,SNTR-1315,Aisyah Wijaya,Halaqah Imam Abu Amr,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-14 11:14:00,5,87,107,20,85,82,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025960,SNTR-688,Nisa Nugroho,Halaqah Imam Abu Amr,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-12-26 14:39:00,7,122,132,10,85,100,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025961,SNTR-929,Fikri Wijaya,Halaqah Imam Hamzah,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-08 10:28:00,7,130,131,1,74,90,I'adah (Wajib Ulang),0
STR-QUR-2025962,SNTR-650,Putri Firmansyah,Halaqah Imam Abu Amr,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-04 15:40:00,7,124,129,5,71,74,I'adah (Wajib Ulang),500000
STR-QUR-2025963,SNTR-578,Umar Kusuma,Halaqah Imam Ashim,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-03 17:08:00,1,6,9,3,76,96,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025964,SNTR-1186,Salma Maulana,Halaqah Imam Ibnu Katsir,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-12-18 14:57:00,19,362,372,10,100,89,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025965,SNTR-1152,Rizky Hakim,Halaqah Imam Ashim,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-14 15:19:00,1,1,6,5,89,85,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025966,SNTR-1255,Taufiq Ramadhan,Halaqah Imam Ashim,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-15 07:41:00,23,441,461,20,65,80,I'adah (Wajib Ulang),350000
STR-QUR-2025967,SNTR-299,Fikri Santoso,Halaqah Imam Abu Amr,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-19 18:13:00,7,126,127,1,81,71,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025968,SNTR-1280,Hasan Utami,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-24 19:52:00,28,546,566,20,69,89,I'adah (Wajib Ulang),250000
STR-QUR-2025969,SNTR-537,Dina Pratama,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-09 21:18:00,18,347,357,10,94,90,Mumtaz (Lulus Sempurna),500000
STR-QUR-2025970,SNTR-104,Hasan Maulana,Halaqah Imam Ibnu Katsir,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-10 20:07:00,16,305,315,10,88,86,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025971,SNTR-850,Ahmad Lestari,Halaqah Imam Hamzah,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-10 11:22:00,1,7,9,2,85,91,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025972,SNTR-304,Ibrahim Utami,Halaqah Imam Nafi,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-17 14:06:00,12,227,247,20,72,83,I'adah (Wajib Ulang),350000
STR-QUR-2025973,SNTR-830,Rizky Saputra,Halaqah Imam Hamzah,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-06 12:04:00,5,83,93,10,97,85,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025974,SNTR-209,Danang Kusuma,Halaqah Imam Abu Amr,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-31 10:55:00,12,223,228,5,78,99,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025975,SNTR-290,Rizky Kusuma,Halaqah Imam Abu Amr,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-20 20:47:00,2,26,28,2,80,72,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025976,SNTR-1458,Muhammad Lestari,Halaqah Imam Nafi,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-03 21:14:00,1,1,3,2,82,72,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025977,SNTR-830,Ali Utami,Halaqah Imam Abu Amr,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-19 07:42:00,27,527,529,2,81,99,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025978,SNTR-1131,Fatimah Pratama,Halaqah Imam Ibnu Katsir,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-27 08:10:00,19,366,376,10,65,90,I'adah (Wajib Ulang),500000
STR-QUR-2025979,SNTR-942,Fatimah Suryono,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-16 20:16:00,11,201,204,3,72,100,I'adah (Wajib Ulang),400000
STR-QUR-2025980,SNTR-1012,Fikri Santoso,Halaqah Imam Ashim,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-04-24 09:50:00,10,185,195,10,68,95,I'adah (Wajib Ulang),500000
STR-QUR-2025981,SNTR-689,Azizah Utami,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-09 10:11:00,15,281,286,5,85,73,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2025982,SNTR-1233,Ahmad Hidayat,Halaqah Imam Abu Amr,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-26 13:38:00,19,365,366,1,65,86,I'adah (Wajib Ulang),300000
STR-QUR-2025983,SNTR-931,Ilham Hidayat,Halaqah Imam Ibnu Katsir,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-12-27 16:35:00,27,525,530,5,91,88,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025984,SNTR-1417,Fikri Kusuma,Halaqah Imam Nafi,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-02-07 10:07:00,16,307,308,1,97,82,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025985,SNTR-471,Salma Hakim,Halaqah Imam Abu Amr,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-09-16 07:03:00,21,404,406,2,72,86,I'adah (Wajib Ulang),250000
STR-QUR-2025986,SNTR-380,Hasan Firmansyah,Halaqah Imam Abu Amr,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-12-30 07:55:00,20,387,390,3,88,75,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2025987,SNTR-732,Farhan Wijaya,Halaqah Imam Hamzah,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-30 18:58:00,11,204,205,1,100,71,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025988,SNTR-687,Ahmad Wijaya,Halaqah Imam Ibnu Katsir,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-11-11 14:13:00,8,143,146,3,94,76,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2025989,SNTR-1399,Rizky Saputra,Halaqah Imam Ashim,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-12 20:16:00,17,327,332,5,77,100,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2025990,SNTR-339,Rizky Hakim,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-26 18:49:00,30,590,600,10,98,82,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2025991,SNTR-1103,Ibrahim Kusuma,Halaqah Imam Ibnu Katsir,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-02-09 13:49:00,20,381,382,1,73,92,I'adah (Wajib Ulang),400000
STR-QUR-2025992,SNTR-1444,Maryam Kusuma,Halaqah Imam Ashim,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-02 20:17:00,7,127,128,1,66,90,I'adah (Wajib Ulang),500000
STR-QUR-2025993,SNTR-126,Harun Hakim,Halaqah Imam Nafi,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-02-12 18:38:00,8,142,143,1,66,84,I'adah (Wajib Ulang),300000
STR-QUR-2025994,SNTR-1292,Harun Kusuma,Halaqah Imam Abu Amr,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-27 18:09:00,30,582,592,10,69,87,I'adah (Wajib Ulang),250000
STR-QUR-2025995,SNTR-1237,Farhan Kusuma,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-12 10:13:00,6,110,130,20,69,77,I'adah (Wajib Ulang),500000
STR-QUR-2025996,SNTR-409,Ibrahim Saputra,Halaqah Imam Ashim,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-27 10:11:00,29,561,571,10,71,99,I'adah (Wajib Ulang),350000
STR-QUR-2025997,SNTR-154,Salma Utami,Halaqah Imam Ashim,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-30 12:17:00,12,227,237,10,73,75,I'adah (Wajib Ulang),250000
STR-QUR-2025998,SNTR-813,Nisa Hakim,Halaqah Imam Nafi,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-05 19:19:00,6,102,104,2,77,98,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2025999,SNTR-179,Umar Hakim,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-12 17:01:00,23,450,452,2,95,98,Mumtaz (Lulus Sempurna),250000
STR-QUR-2026000,SNTR-830,Taufiq Pratama,Halaqah Imam Hamzah,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-28 18:26:00,19,365,385,20,98,88,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026001,SNTR-1351,Rizky Ramadhan,Halaqah Imam Ashim,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-12 16:38:00,25,488,490,2,87,72,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026002,SNTR-1212,Rafi Maulana,Halaqah Imam Ashim,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-14 14:38:00,3,43,63,20,66,71,I'adah (Wajib Ulang),400000
STR-QUR-2026003,SNTR-747,Taufiq Hidayat,Halaqah Imam Ibnu Katsir,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-24 16:07:00,9,166,167,1,74,70,I'adah (Wajib Ulang),250000
STR-QUR-2026004,SNTR-230,Khadijah Firmansyah,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-09-06 10:05:00,7,127,147,20,65,93,I'adah (Wajib Ulang),300000
STR-QUR-2026005,SNTR-1083,Nurul Maulana,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-11 21:34:00,19,366,386,20,95,99,Mumtaz (Lulus Sempurna),300000
STR-QUR-2026006,SNTR-590,Hasan Suryono,Halaqah Imam Ibnu Katsir,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-15 09:47:00,1,4,5,1,67,98,I'adah (Wajib Ulang),400000
STR-QUR-2026007,SNTR-154,Putri Hidayat,Halaqah Imam Ashim,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-15 19:06:00,22,425,435,10,68,83,I'adah (Wajib Ulang),500000
STR-QUR-2026008,SNTR-1437,Nurul Suryono,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-25 12:58:00,22,429,430,1,92,92,Mumtaz (Lulus Sempurna),300000
STR-QUR-2026009,SNTR-997,Rizky Maulana,Halaqah Imam Abu Amr,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-09-07 13:29:00,24,467,472,5,79,76,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2026010,SNTR-1217,Harun Firmansyah,Halaqah Imam Abu Amr,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-31 09:45:00,3,43,63,20,66,99,I'adah (Wajib Ulang),400000
STR-QUR-2026011,SNTR-659,Hasan Santoso,Halaqah Imam Hamzah,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-01 14:58:00,11,208,213,5,98,93,Mumtaz (Lulus Sempurna),500000
STR-QUR-2026012,SNTR-614,Aisyah Kusuma,Halaqah Imam Nafi,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-13 07:32:00,21,401,421,20,69,90,I'adah (Wajib Ulang),300000
STR-QUR-2026013,SNTR-306,Ahmad Hidayat,Halaqah Imam Nafi,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-27 11:30:00,11,203,204,1,80,78,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026014,SNTR-903,Danang Pratama,Halaqah Imam Ibnu Katsir,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-04 18:08:00,11,203,213,10,75,79,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026015,SNTR-298,Fikri Kusuma,Halaqah Imam Nafi,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-07 20:14:00,18,347,348,1,68,84,I'adah (Wajib Ulang),500000
STR-QUR-2026016,SNTR-345,Farhan Santoso,Halaqah Imam Ibnu Katsir,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-04 07:04:00,18,344,345,1,71,97,I'adah (Wajib Ulang),0
STR-QUR-2026017,SNTR-1386,Ibrahim Ramadhan,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-10 07:35:00,5,86,106,20,94,88,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026018,SNTR-1409,Hasan Santoso,Halaqah Imam Ibnu Katsir,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-06 11:54:00,8,148,158,10,86,94,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026019,SNTR-154,Maryam Nugroho,Halaqah Imam Nafi,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-02 21:12:00,14,264,269,5,96,82,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026020,SNTR-314,Khadijah Nugroho,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-03 09:28:00,25,482,485,3,82,89,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026021,SNTR-691,Nurul Suryono,Halaqah Imam Abu Amr,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-04 10:15:00,1,2,4,2,85,89,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026022,SNTR-497,Zaid Saputra,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-07-04 19:59:00,9,166,186,20,93,91,Mumtaz (Lulus Sempurna),250000
STR-QUR-2026023,SNTR-1132,Harun Saputra,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-28 19:58:00,12,228,238,10,98,89,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026024,SNTR-1227,Umar Suryono,Halaqah Imam Hamzah,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-27 13:48:00,11,210,220,10,99,77,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026025,SNTR-609,Ahmad Pratama,Halaqah Imam Ashim,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-11-10 17:01:00,5,90,95,5,65,80,I'adah (Wajib Ulang),350000
STR-QUR-2026026,SNTR-1111,Farhan Utami,Halaqah Imam Ashim,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-12 19:06:00,1,4,24,20,94,98,Mumtaz (Lulus Sempurna),350000
STR-QUR-2026027,SNTR-1319,Zaid Saputra,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-25 21:23:00,24,464,467,3,86,87,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026028,SNTR-1032,Muhammad Nugroho,Halaqah Imam Abu Amr,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-23 20:51:00,26,508,513,5,87,71,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026029,SNTR-315,Zahra Nugroho,Halaqah Imam Hamzah,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-01 21:39:00,15,286,291,5,76,72,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026030,SNTR-1447,Harun Firmansyah,Halaqah Imam Ashim,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-03 19:11:00,9,162,163,1,96,75,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026031,SNTR-1417,Fatimah Suryono,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-11 16:13:00,8,146,147,1,80,74,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026032,SNTR-795,Zahra Firmansyah,Halaqah Imam Ibnu Katsir,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-01-05 12:01:00,2,25,45,20,74,70,I'adah (Wajib Ulang),350000
STR-QUR-2026033,SNTR-334,Nisa Hakim,Halaqah Imam Abu Amr,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-27 20:51:00,5,90,93,3,70,75,I'adah (Wajib Ulang),400000
STR-QUR-2026034,SNTR-628,Umar Ramadhan,Halaqah Imam Hamzah,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-04 13:33:00,23,445,450,5,89,87,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026035,SNTR-577,Umar Saputra,Halaqah Imam Ibnu Katsir,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-26 20:28:00,14,262,264,2,70,82,I'adah (Wajib Ulang),500000
STR-QUR-2026036,SNTR-1407,Ilham Nugroho,Halaqah Imam Ibnu Katsir,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-04-08 10:39:00,19,363,366,3,99,74,Jayyid Jiddan (Lulus Baik),500000
